epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,15.2745,1.59386,1.86001,1.1323,0.84323,0.59647,0.73261,0.38384,1.55301,1.60458,1.06123,0.000653595,0.000653595,0.000653595
